cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
568,11.68681,62.56504,Carex_magellanica,NH,14949,11.75,62.75,4,4,-4.33333333333333,73.5833333333333,24.3055555555556,7673.13888888889,150.472222222222,-144.888888888889,295.361111111111,85.75,-61.8333333333333,95.0555555555556,-103.055555555556,687.944444444444,94.1944444444444,33.6111111111111,34.2777777777778,254.666666666667,104.833333333333,251.944444444444,129.611111111111
569,23.61861,62.58639,Carex_magellanica,NH,14970,23.75,62.75,4,4,24.0277777777778,88,25,8572.63888888889,205.777777777778,-136.611111111111,342.388888888889,120.694444444444,-43.1666666666667,136.305555555556,-85.3611111111111,579.555555555556,78.1666666666667,27.5833333333333,31.6111111111111,210.194444444444,90.3055555555556,199.583333333333,109.388888888889
570,18.0196,62.58786,Carex_magellanica,NH,14962,18.25,62.75,,4,34.0909090909091,82.0909090909091,24.1818181818182,8600.22727272727,205.590909090909,-125.090909090909,330.681818181818,116.636363636364,-32.2272727272727,147.045454545455,-75.4545454545455,656.954545454545,74.7727272727273,38.1363636363636,24.3636363636364,208.272727272727,117.318181818182,184.5,148.409090909091
571,-150.19137,62.59798,Carex_magellanica,NH,14770,-150.25,62.75,2,2,-16.8611111111111,94.9166666666667,25.25,9905.27777777778,182.083333333333,-186.805555555556,368.888888888889,97.6111111111111,-21.9444444444444,114.916666666667,-135.305555555556,667.194444444444,105.694444444444,28.0833333333333,45.9166666666667,287.583333333333,94.7777777777778,251.694444444444,118
572,-151.72,62.62,Carex_magellanica,NH,14767,-151.75,62.75,2,2,-64.2777777777778,98,24.8611111111111,10531.3611111111,148.25,-240.472222222222,388.722222222222,66.8333333333333,-76.9166666666667,76.9722222222222,-187.777777777778,487.111111111111,84,18.6111111111111,50.2777777777778,217.333333333333,68.5277777777778,211.277777777778,86.8888888888889
573,8.70421,62.65769,Carex_magellanica,NH,14943,8.75,62.75,4,4,14.2777777777778,67.75,28.3611111111111,5973.25,143.527777777778,-91.0277777777778,234.555555555556,6.75,19.0277777777778,93.5277777777778,-58.2777777777778,1089.16666666667,118.361111111111,55.5277777777778,21.5277777777778,331.638888888889,192.305555555556,275.694444444444,295
574,26.0695,62.6737,Carex_magellanica,NH,14975,26.25,62.75,4,4,27.6666666666667,76.75,22,8975.58333333333,208.527777777778,-131.583333333333,340.111111111111,128.111111111111,-42.0277777777778,146.083333333333,-86.6944444444444,614.722222222222,83.4166666666667,31.1111111111111,30.7777777777778,219.694444444444,97.1944444444444,213.583333333333,120.527777777778
575,25.3367,62.6894,Carex_magellanica,NH,14973,25.25,62.75,4,4,24.3611111111111,80.8333333333333,23.2777777777778,8789.38888888889,205.972222222222,-133.555555555556,339.527777777778,122.972222222222,-44.3333333333333,140.611111111111,-87.0555555555556,608.861111111111,83.1666666666667,30,31.5277777777778,219.638888888889,95.3888888888889,213.777777777778,117.361111111111
576,-150.51,62.69,Carex_magellanica,NH,14769,-150.75,62.75,2,2,-42.3611111111111,96.3055555555556,24.9444444444444,10172.4722222222,163.527777777778,-215.388888888889,378.916666666667,78.3888888888889,-51.7222222222222,93.7777777777778,-163.055555555556,581.777777777778,95.0555555555556,22.9722222222222,47.4722222222222,254.083333333333,80.8055555555556,233.222222222222,103.75
577,26.45958,62.69376,Carex_magellanica,NH,14975,26.25,62.75,4,4,27.6666666666667,76.75,22,8975.58333333333,208.527777777778,-131.583333333333,340.111111111111,128.111111111111,-42.0277777777778,146.083333333333,-86.6944444444444,614.722222222222,83.4166666666667,31.1111111111111,30.7777777777778,219.694444444444,97.1944444444444,213.583333333333,120.527777777778
578,-154.76,62.73,Carex_magellanica,NH,14761,-154.75,62.75,2,2,-30.6388888888889,108.138888888889,23.3333333333333,12699.1388888889,196.055555555556,-257.083333333333,453.138888888889,113.027777777778,-109.083333333333,129.555555555556,-192.944444444444,422.583333333333,87.7222222222222,14.9444444444444,65.9722222222222,213.138888888889,46.8333333333333,209.638888888889,54.8055555555556
579,-109.1,62.75,Carex_magellanica,NH,14852,-109.25,62.75,2,2,-75.3055555555556,90.0555555555556,16.6666666666667,15359.5,183.027777777778,-344.444444444444,527.472222222222,104.194444444444,-264.416666666667,115.055555555556,-273.305555555556,268.027777777778,41.2777777777778,11.0555555555556,44.6666666666667,110,34.3055555555556,105.333333333333,39.0833333333333
580,13.015,62.7915,Carex_magellanica,NH,14952,13.25,62.75,4,4,6.63888888888889,74.1666666666667,24.6111111111111,7721.61111111111,163.25,-133.583333333333,296.833333333333,103,-52,107.694444444444,-91.75,711.916666666667,96.4166666666667,35.9166666666667,31.3055555555556,256.166666666667,114.888888888889,255.444444444444,136.972222222222
581,17.76873,62.80404,Carex_magellanica,NH,14961,17.75,62.75,4,4,29.3333333333333,84,25.0277777777778,8426.69444444445,198.722222222222,-128.694444444444,327.416666666667,120.555555555556,-34.4722222222222,139.555555555556,-78.5277777777778,672.611111111111,76.1944444444444,39.3333333333333,23.3333333333333,216.333333333333,122.111111111111,192.138888888889,149.611111111111
582,-130.96,62.81,Carex_magellanica,NH,14809,-130.75,62.75,2,2,-69.4166666666667,127.277777777778,24.6111111111111,13283.5833333333,182.777777777778,-325.111111111111,507.888888888889,96.3055555555556,-141.527777777778,96.3055555555556,-240.777777777778,396.5,65,18.8333333333333,39.5833333333333,158.861111111111,61.6666666666667,158.861111111111,72.4166666666667
583,18.10572,62.83437,Carex_magellanica,NH,14962,18.25,62.75,,4,34.0909090909091,82.0909090909091,24.1818181818182,8600.22727272727,205.590909090909,-125.090909090909,330.681818181818,116.636363636364,-32.2272727272727,147.045454545455,-75.4545454545455,656.954545454545,74.7727272727273,38.1363636363636,24.3636363636364,208.272727272727,117.318181818182,184.5,148.409090909091
584,-150.31,62.84,Carex_magellanica,NH,14770,-150.25,62.75,2,2,-16.8611111111111,94.9166666666667,25.25,9905.27777777778,182.083333333333,-186.805555555556,368.888888888889,97.6111111111111,-21.9444444444444,114.916666666667,-135.305555555556,667.194444444444,105.694444444444,28.0833333333333,45.9166666666667,287.583333333333,94.7777777777778,251.694444444444,118
585,9.49947,62.86182,Carex_magellanica,NH,14944,9.25,62.75,4,4,3.02777777777778,70.8611111111111,28.1111111111111,6268.16666666667,139.111111111111,-108.305555555556,247.416666666667,63.75,-9.86111111111111,86.2222222222222,-73.1944444444444,1014.72222222222,106.611111111111,54.5555555555556,20.9166666666667,308.694444444444,181.194444444444,282.694444444444,254.638888888889
586,11.89812,62.86881,Carex_magellanica,NH,14949,11.75,62.75,4,4,-4.33333333333333,73.5833333333333,24.3055555555556,7673.13888888889,150.472222222222,-144.888888888889,295.361111111111,85.75,-61.8333333333333,95.0555555555556,-103.055555555556,687.944444444444,94.1944444444444,33.6111111111111,34.2777777777778,254.666666666667,104.833333333333,251.944444444444,129.611111111111
587,27.67944,62.89333,Carex_magellanica,NH,14978,27.75,62.75,4,4,31,71.5,20.9166666666667,9183.36111111111,210.666666666667,-127.388888888889,338.055555555556,134.555555555556,-39.1388888888889,152.333333333333,-86.2222222222222,627.388888888889,82.3055555555556,33.3333333333333,28.1666666666667,217.694444444444,103.111111111111,210.111111111111,126.333333333333
588,-155.6,62.95,Carex_magellanica,NH,14759,-155.75,62.75,2,2,-33.5,105.361111111111,22.2777777777778,13096.6944444444,198.555555555556,-262.888888888889,461.444444444444,110.194444444444,-90.8055555555556,131.138888888889,-201.305555555556,463.75,88.8333333333333,17.6111111111111,57.4722222222222,223.583333333333,56.9722222222222,204.222222222222,74.1111111111111
589,13.78199,62.97509,Carex_magellanica,NH,14953,13.75,62.75,4,4,10.3888888888889,74.7777777777778,24.3888888888889,7804.75,168.638888888889,-131.638888888889,300.277777777778,112.055555555556,-48.7222222222222,112.75,-88.8888888888889,672.777777777778,94.7222222222222,33,33.2222222222222,248.055555555556,107.027777777778,248,125.611111111111
590,17.4999,62.98153,Carex_magellanica,NH,14960,17.25,62.75,4,4,20.5277777777778,86.9166666666667,25.3055555555556,8525.75,192.416666666667,-142.861111111111,335.277777777778,118.305555555556,-41.4722222222222,131.416666666667,-90.0277777777778,669.416666666667,77.8611111111111,38.5555555555556,24,225.694444444444,119.694444444444,206.277777777778,142.583333333333
591,14.3777,62.9914,Carex_magellanica,NH,14954,14.25,62.75,4,4,21.8333333333333,75.7222222222222,24.1111111111111,7931.80555555556,182.055555555556,-123.583333333333,305.638888888889,125.805555555556,-56.7222222222222,125.805555555556,-79.3611111111111,597.75,88.4722222222222,27.9166666666667,36.3888888888889,227.777777777778,91.8333333333333,227.777777777778,106.083333333333
592,16.11182,63.01872,Carex_magellanica,NH,14413,16.25,63.25,4,4,17.9444444444444,84.2777777777778,25,8480.33333333333,188.388888888889,-143.888888888889,332.277777777778,114.055555555556,-43.1388888888889,128.277777777778,-91.8333333333333,601.861111111111,84.3055555555556,30.8055555555556,32,222,96.7222222222222,215.027777777778,116.111111111111
593,15.30814,63.0266,Carex_magellanica,NH,14411,15.25,63.25,4,4,23.1111111111111,78.75,24.0833333333333,8194.16666666667,187.194444444444,-131.611111111111,318.805555555556,116,-36.75,130,-82.1111111111111,580.25,85.5277777777778,29.1666666666667,34.2777777777778,217.888888888889,91.6388888888889,213.472222222222,109.861111111111
594,10.92541,63.02911,Carex_magellanica,NH,14402,10.75,63.25,4,4,28.5277777777778,71.2777777777778,27.4166666666667,6508.47222222222,164.972222222222,-90.8611111111111,255.833333333333,89.1944444444444,4.72222222222222,113.916666666667,-53.1666666666667,815.138888888889,97.5277777777778,44.0555555555556,25.3611111111111,268.555555555556,141.75,235.194444444444,185.75
595,12.86359,63.14212,Carex_magellanica,NH,14406,12.75,63.25,4,4,6,71.7777777777778,24.9444444444444,7367.25,155.694444444444,-128.138888888889,283.833333333333,92.2222222222222,-45.6111111111111,102.555555555556,-87.3333333333333,832.861111111111,99.3888888888889,46.2777777777778,24.9444444444444,277.472222222222,146.222222222222,267.055555555556,180.694444444444
596,-149.43,63.15,Carex_magellanica,NH,14218,-149.25,63.25,2,2,-46.8055555555556,89.75,23.6666666666667,10192.25,154.333333333333,-216.861111111111,371.194444444444,79.75,-56.4166666666667,89.0833333333333,-167.027777777778,484.638888888889,82.2777777777778,17.6111111111111,54.4722222222222,222.888888888889,60.3055555555556,217.944444444444,78.1666666666667
597,13.91957,63.16538,Carex_magellanica,NH,14408,13.75,63.25,4,4,19.1111111111111,72.75,24.3888888888889,7588.05555555556,172.583333333333,-119.333333333333,291.916666666667,109.611111111111,-38.4722222222222,118.972222222222,-76.9444444444444,687.555555555556,90.3888888888889,36.2222222222222,29.4722222222222,242.222222222222,113.166666666667,236.805555555556,138.333333333333
598,14.51758,63.17276,Carex_magellanica,NH,14410,14.75,63.25,4,4,26.0277777777778,75.5,23.9722222222222,8020.27777777778,186.222222222222,-124.138888888889,310.361111111111,119,-35.1388888888889,130.861111111111,-76.4444444444444,563.611111111111,84.1666666666667,27.5,35.3055555555556,212.166666666667,87.6944444444444,209.611111111111,104.694444444444
599,9.74366,63.19284,Carex_magellanica,NH,14400,9.75,63.25,4,4,36.6666666666667,69.2777777777778,29.4166666666667,5845.75,162.388888888889,-69.7777777777778,232.166666666667,56.1111111111111,25.8611111111111,113.388888888889,-35.6111111111111,991.083333333333,112.416666666667,52.1111111111111,22.6666666666667,312.777777777778,175.444444444444,252.083333333333,252.111111111111
600,0,63.21667,Carex_magellanica,NH,,,,,4,,,,,,,,,,,,,,,,,,,
601,24.8211,63.2582,Carex_magellanica,NH,14429,24.75,63.25,4,4,20,84.3333333333333,24.0555555555556,8776.05555555555,203.083333333333,-140.638888888889,343.722222222222,119.305555555556,-48.8055555555556,136.027777777778,-91.2777777777778,577.75,79.3055555555556,28.5,31.8055555555556,209.944444444444,90.5555555555556,202.777777777778,109.694444444444
602,13.15825,63.26594,Carex_magellanica,NH,14407,13.25,63.25,4,4,11.5555555555556,72.2222222222222,24.75,7467.72222222222,163.083333333333,-124.388888888889,287.472222222222,99.2222222222222,-45.5,109.638888888889,-83.0555555555556,776.222222222222,95.7222222222222,42.8333333333333,26.1388888888889,263.333333333333,133.555555555556,255.222222222222,164.222222222222
603,17.29982,63.28863,Carex_magellanica,NH,14415,17.25,63.25,4,4,20.3055555555556,87.0833333333333,25,8675.88888888889,194.416666666667,-146,340.416666666667,119.388888888889,-42.3333333333333,133.194444444444,-92.0277777777778,618.305555555556,75.7777777777778,33.7777777777778,26.6666666666667,214.555555555556,104.75,202.416666666667,126.527777777778
604,18.72568,63.29061,Carex_magellanica,NH,14418,18.75,63.25,4,4,27.969696969697,84.7272727272727,24.030303030303,8855.72727272727,204.969696969697,-136.909090909091,341.878787878788,130.666666666667,-39.1212121212121,144.242424242424,-85,615.090909090909,72.2727272727273,35.0909090909091,24.6969696969697,200.181818181818,107.454545454545,183.454545454545,135.515151515152
605,25.2904,63.3022,Carex_magellanica,NH,14430,25.25,63.25,4,4,22.0277777777778,81.8611111111111,23.2222222222222,8856.83333333333,204.805555555556,-138.25,343.055555555556,121.916666666667,-47.3055555555556,139.388888888889,-90.2222222222222,577.083333333333,79.8611111111111,28.4444444444444,32.25,210.583333333333,89.6666666666667,204.833333333333,109.361111111111
606,12.09912,63.31654,Carex_magellanica,NH,14405,12.25,63.25,4,4,2.41666666666667,71.5277777777778,25.0277777777778,7283.38888888889,150.583333333333,-130.555555555556,281.138888888889,87.5,-46.25,97.7777777777778,-89.8888888888889,851.361111111111,100.222222222222,46.5833333333333,24.6944444444444,282.888888888889,149.944444444444,270.777777777778,185.944444444444
607,14.96655,63.33739,Carex_magellanica,NH,14410,14.75,63.25,4,4,26.0277777777778,75.5,23.9722222222222,8020.27777777778,186.222222222222,-124.138888888889,310.361111111111,119,-35.1388888888889,130.861111111111,-76.4444444444444,563.611111111111,84.1666666666667,27.5,35.3055555555556,212.166666666667,87.6944444444444,209.611111111111,104.694444444444
608,-158.2,63.36,Carex_magellanica,NH,14200,-158.25,63.25,2,2,-32.4444444444444,92.8333333333333,21,12698.5,190.166666666667,-243.444444444444,433.611111111111,110.388888888889,-35.8055555555556,129.111111111111,-192.916666666667,407.333333333333,87.75,17.5833333333333,60.6944444444444,201.611111111111,56.0277777777778,178.944444444444,65.3611111111111
609,-148.94,63.39,Carex_magellanica,NH,14219,-148.75,63.25,2,2,-54.5,97.1388888888889,24.7777777777778,10432.6944444444,153.777777777778,-230.888888888889,384.666666666667,83.7222222222222,-62.4444444444444,83.7222222222222,-178.555555555556,412.694444444444,77.9722222222222,13.1944444444444,60.4722222222222,202.305555555556,48.9444444444444,202.305555555556,63.1388888888889
610,12.54533,63.41576,Carex_magellanica,NH,14406,12.75,63.25,4,4,6,71.7777777777778,24.9444444444444,7367.25,155.694444444444,-128.138888888889,283.833333333333,92.2222222222222,-45.6111111111111,102.555555555556,-87.3333333333333,832.861111111111,99.3888888888889,46.2777777777778,24.9444444444444,277.472222222222,146.222222222222,267.055555555556,180.694444444444
611,-151.43,63.45,Carex_magellanica,NH,14214,-151.25,63.25,2,2,-68.0833333333333,96.3888888888889,23.4444444444444,11093.4722222222,152.111111111111,-250.194444444444,402.305555555556,67.2777777777778,-80.2222222222222,80.0277777777778,-198.555555555556,488.75,88.9444444444444,18.75,54.9166666666667,228.194444444444,67.2777777777778,223.5,82.7777777777778
612,13.23138,63.47223,Carex_magellanica,NH,14407,13.25,63.25,4,4,11.5555555555556,72.2222222222222,24.75,7467.72222222222,163.083333333333,-124.388888888889,287.472222222222,99.2222222222222,-45.5,109.638888888889,-83.0555555555556,776.222222222222,95.7222222222222,42.8333333333333,26.1388888888889,263.333333333333,133.555555555556,255.222222222222,164.222222222222
613,11.94334,63.54744,Carex_magellanica,NH,13847,11.75,63.75,4,4,28.7777777777778,69.0277777777778,26.4444444444444,6601.02777777778,164.194444444444,-92.1944444444444,256.388888888889,77.8333333333333,22.7777777777778,115.333333333333,-54.1666666666667,1011.02777777778,116.472222222222,54.4722222222222,21.9166666666667,315.527777777778,185.25,266.944444444444,249.527777777778
